Name,Fingerprint,Flags,IP,OrPort,ObservedBW,Uptime,GPS (Long/Lat),Date
Moshpit,328AE820584D7560C600186BD902253D93C014C5,M,188.99.93.57,443,0.125767,325,49.785900/9.895900,2015-07-11T00:00:00.000Z
SafePassage,3A5CBD90A39EA064D74BDC9286F92CF8E9E08969,M,86.189.154.131,9001,0.5193490000000001,129691,51.500000/-0.130000,2015-07-11T00:00:00.000Z
SPAAAACE,ADBC6403AB4E05795C93A43F8F3A8875DB2C3292,M,188.232.112.212,443,1.5988630000000001,259738,55.000000/73.400002,2015-07-11T00:00:00.000Z
DTRelay,2173A025C487D2E4C29E27D17B9AE58573F2A685,M,94.214.11.250,443,1.49964,252778,52.366699/4.900000,2015-07-11T00:00:00.000Z
trog,C65FF4E3BA5C93333E66194D1A17A5DB1BBA8763,MG,94.23.56.31,9001,4.8813509999999996,1533784,48.860001/2.350000,2015-07-11T00:00:00.000Z
LoL,4946128E5B8563204254C5716227CCB31F8C5DDB,MH,219.75.104.18,4443,0.914111,1812657,1.293100/103.855797,2015-07-11T00:00:00.000Z
sp3v23,4DFF60F8B046F0F8602B70F14F3FC26970512CEF,MGH,37.187.180.4,2342,8.516874,384496,48.860001/2.350000,2015-07-11T00:00:00.000Z
Unnamed,4DB227DF97C247273D5EDDD3E0657BDA3A26B217,M,50.117.69.239,9001,0.114688,3,37.372101/-121.864304,2015-07-11T00:00:00.000Z
rubeola,1FCC49462AC0395CF303EAA1DE99C95F48BBEA36,M,200.136.177.122,9001,0.287858,288109,-23.547701/-46.635799,2015-07-11T00:00:00.000Z
BrassHornRelay02,EE0536196580B5465BB33DC6CB9F6A63138F2575,MG,213.200.106.133,21,3.2423919999999997,871965,48.860001/2.350000,2015-07-11T00:00:00.000Z
default,4B2EDDA675A94AE58F5A4B78B1ACA0A2E8404A10,M,88.76.155.182,443,0.09728,391,51.566700/6.733300,2015-07-11T00:00:00.000Z
malinowyjeczmien,E1D2CE90CA424809493505012D042D8BBF0257D8,M,89.174.198.90,9001,0.693686,79239,52.233299/21.016701,2015-07-11T00:00:00.000Z
Binnacle,4F0DB7E687FC7C0AE55C8F243DA8B0EB27FBF1F2,MG,108.53.208.157,443,7.299072,64843,38.000000/-97.000000,2015-07-11T00:00:00.000Z
Eutaxy,EF3E4710AC60DD4F1571F8731762327CE473E8EA,M,67.249.138.113,9250,0.21457900000000002,220493,43.074402/-75.211700,2015-07-11T00:00:00.000Z
NimdaTOR2,0B443F8BE74731652F59CB5699421246A2C558DC,M,144.76.156.101,9002,0.7484149999999999,4492990,51.000000/9.000000,2015-07-11T00:00:00.000Z
PPTOR0041,12D641B77CE8EF598CBC2F2D1471B60C229C020A,MGH,91.205.187.186,9001,6.591602,928185,59.950001/10.750000,2015-07-11T00:00:00.000Z
HSF,4FEFA69F809A2126B1E2050A718EFC73428777AF,M,31.162.3.18,9001,1.08326,22326,58.009300/56.284100,2015-07-11T00:00:00.000Z
pamfil,A7F6D9EB7712A3EE9EE13522B1C0B6EA44FAC8BA,ME,84.232.201.15,443,1.337077,64904,44.433300/26.100000,2015-07-11T00:00:00.000Z
Runion,7C1F6A238E8155AE10CBA88D225CCB94722BF645,MGH,46.183.218.141,443,3.7172910000000003,8958164,57.000000/25.000000,2015-07-11T00:00:00.000Z
default,2F4E3AC11C06D8B1A5FD39E30331B66AC30C6E63,M,67.185.82.179,443,0.511468,147631,47.653702/-117.314301,2015-07-11T00:00:00.000Z
GraefenhausenTor1,B8EE3CE0720FC9BD99332613955CE70E317ED9A7,M,217.224.10.217,9001,0.080476,64933,51.000000/9.000000,2015-07-11T00:00:00.000Z
Lickys,704085C3A5F5DBEB60A9E86C95ADD21E3F486580,M,199.180.134.116,9001,1.248256,0,39.106800/-94.566002,2015-07-11T00:00:00.000Z
torordir,DEF28E09E6B7EAE3022403C8D770E5BAE8D10FCE,MH,93.190.141.191,27126,1.283836,1274424,52.366699/4.900000,2015-07-11T00:00:00.000Z
WesCSTor,F2CF4B54623C0FC9E0DBBE229F74E7CFAEE9C13A,MH,129.133.8.31,9001,0.910584,17631075,41.556499/-72.658203,2015-07-11T00:00:00.000Z
BenjaminDover,DADCCC6B9820D97AFD93E09DEC30F6DC45E831BE,M,109.91.6.218,9002,0.08715099999999999,143228,51.000000/9.000000,2015-07-11T00:00:00.000Z
u2hack,EC0C8D6AD5368FA99A84645029FAED9FA8DD71AF,ME,54.153.74.18,9001,0.37707799999999997,828696,37.339401/-121.894997,2015-07-11T00:00:00.000Z
Unnamed,3E53D3979DB07EFD736661C934A1DED14127B684,MGH,217.79.179.177,9001,23.171169000000003,949831,51.000000/9.000000,2015-07-11T00:00:00.000Z
badgerdash,F761CB21D522DE974923309C570B395285520FC8,M,95.132.59.100,23234,0.120181,190,50.450001/30.523300,2015-07-11T00:00:00.000Z
3prime,632E2D89BCD86BDC27310D1CFF8C41A015F4AA69,MH,45.63.49.45,9001,0.504622,822927,34.067402/-118.242302,2015-07-11T00:00:00.000Z
rasptor,4A20FB2652C7C374A4E5936F5D2845278E188506,M,85.233.240.94,9001,0.125575,246720,55.749001/12.546000,2015-07-11T00:00:00.000Z
Unnamed,8E2A093B5D6650FB2C78CF50CECA1014E0529F96,M,81.4.103.36,443,0.461126,2242473,52.366699/4.900000,2015-07-11T00:00:00.000Z
lilay,697A7364213C7100B613CEDD1D1EF950FD6128BB,M,220.157.195.243,9001,0.6058600000000001,517529,35.685001/139.751404,2015-07-11T00:00:00.000Z
Unnamed,6D2D1C7721845A1DA72DBE1E33D5D67D580E4405,M,109.213.23.3,9002,0.9042899999999999,64843,48.860001/2.350000,2015-07-11T00:00:00.000Z
randomsloth,EDDA72FFB13E080DDBBFA3AC208DFD97BB933D65,M,104.223.16.151,9001,0.939894,2537218,34.043800/-118.251198,2015-07-11T00:00:00.000Z
wsod2,A322931917EF1659E167D978D8DB0D9F667063A5,M,92.63.174.71,59001,0.148847,2548912,52.366699/4.900000,2015-07-11T00:00:00.000Z
ididnteditheconfig7,FD1CB42E06BFC682F8FC95BE1AF8D8B5BCD3B68E,M,72.51.35.80,9001,0.34571300000000005,129681,34.053001/-118.264198,2015-07-11T00:00:00.000Z
Nameisis,992BA7D61D24E83067ABA89D0B22AC33AA4ACB15,M,62.63.157.78,666,1.2553189999999999,233813,57.000000/25.000000,2015-07-11T00:00:00.000Z
yagimi13,EED03B0018B90395D299F71CCD173B56B3A9AD23,M,62.178.168.76,9001,0.499865,259372,48.200001/16.366699,2015-07-11T00:00:00.000Z
Horsti,C3A2A71A9DB242F30860C0A015A6BCA4D1801559,M,91.67.36.240,9035,0.122546,259373,49.243099/6.975700,2015-07-11T00:00:00.000Z
Unnamed,000FA8EC2253B226C08B4CD3C1EFA818BDC9FF38,MH,130.192.157.132,9001,0.061551,3021225,45.049999/7.666700,2015-07-11T00:00:00.000Z
BzVFrPiratenpartei,6710BF72AB9D953E559EB95F890EEBE14AAE1325,M,78.47.93.12,9001,0.982016,0,51.000000/9.000000,2015-07-11T00:00:00.000Z
yboiveth,FB3F64D171873AAD9E1E23FFD8F665AC75701E97,MH,24.4.96.213,9001,1.231689,1325266,37.396099/-121.961700,2015-07-11T00:00:00.000Z
smellysneakers,021E5D999711FD43EAE183F0997DD91CA24C2270,M,50.177.41.114,9001,0.155292,64843,42.659302/-70.599098,2015-07-11T00:00:00.000Z
tchicaya,4850E3F183CEC492A087559CE4802C883DDF6BB6,MH,178.63.145.226,443,1.1772070000000001,7205086,51.000000/9.000000,2015-07-11T00:00:00.000Z
relayofchampions,D0230F472D16840C59D772AAAF623C58B76DF42B,M,67.169.84.213,9001,0.06192,312683,37.369701/-122.021400,2015-07-11T00:00:00.000Z
liry,73B26B3722966C28218206F429A49BA76380B956,M,91.214.201.91,27791,0.454352,43249,47.005600/28.857500,2015-07-11T00:00:00.000Z
Ione,B827D00F6ED51B9397CA397E91D431E8F60C67E4,M,188.79.234.13,9001,0.291933,129686,41.549999/2.400000,2015-07-11T00:00:00.000Z
emil1337,4CEEA5E35BD7B0196710A6FAAE0F778F6AFAF0E6,MEH,194.63.142.220,9001,0.5463920000000001,2612116,55.750000/37.616600,2015-07-11T00:00:00.000Z
lowtide,0ACE2AAC3C432607F52EC68766E35D7A2FB86CAB,MG,104.207.128.42,9001,2.364727,1727276,40.416901/-74.257896,2015-07-11T00:00:00.000Z
zhongtong,AF89557F00B5CD69D8BE9619C1A4E201F71263F1,ME,5.1.83.160,443,1.8601969999999999,84973,EC2V/51.514198,2015-07-11T00:00:00.000Z
blackr2d,7ECE07F50E7B28A655761081BC6E56BA7C97F612,MEH,46.41.132.84,9001,0.145411,7810744,52.233299/21.016701,2015-07-11T00:00:00.000Z
kitsune,3C9AC022D60F38964C92B174A7BAF5A9954CE37F,M,176.78.156.233,9001,0.307305,206372,38.713902/-9.139400,2015-07-11T00:00:00.000Z
PieInTheSky,62C58F256DD19AF6D1CA7DB8CDCCADD2386DED64,M,146.60.198.170,9001,1.2291159999999999,174296,51.000000/9.000000,2015-07-11T00:00:00.000Z
WohnheimE,341AFF28C1453FEAE6E5B6B42B11CBF6C5CF0960,M,134.96.65.17,9001,1.252269,1666102,49.233299/7.000000,2015-07-11T00:00:00.000Z
RoyPark54,2150AE522E2A6543EE6C7E06BCFF2D7480306E03,M,46.177.38.129,443,0.061763,469,37.966702/23.716700,2015-07-11T00:00:00.000Z
metwork2,6E53ABF667FF9F1E8B2E1B11BF9B3E5235F777AB,MGH,195.154.126.165,9001,6.722115,2093733,48.860001/2.350000,2015-07-11T00:00:00.000Z
TorExitJejaringOrg,F0A3885D78D30692A4EC2B77FAEC195627D127E5,MEH,185.61.149.193,9001,0.128844,829722,56.950001/24.100000,2015-07-11T00:00:00.000Z
jakfrancjamoze,663846D4483EC6633AC439DEE8417EBCC7F69B24,MH,178.32.221.151,4899,1.300624,7929583,48.860001/2.350000,2015-07-11T00:00:00.000Z
Unnamed,C2129A90E6C9B6D206B9A7A9487A0D53B6C4F688,M,213.133.109.165,9001,1.253077,3604002,49.447800/11.068300,2015-07-11T00:00:00.000Z
aspeckofrelay,5DEBF81024F44BF0D5E744589A61A6A1FB757F4D,MH,76.102.48.171,9001,0.6991609999999999,3079944,37.350101/-121.985397,2015-07-11T00:00:00.000Z
jeoogmRelay,31863E45FDAD045303F4D5CC3C8AA60BA548C586,MH,86.27.242.151,9001,0.11629099999999999,585234,EC2V/51.514198,2015-07-11T00:00:00.000Z
Bytor,BC6EC4DB39EB30CE1AD055D4901B2A7ED5D8C62E,M,50.88.192.245,19001,0.229389,267855,28.531099/-80.852303,2015-07-11T00:00:00.000Z
linuxthefish7nl,4930C684F2D0FCBD3901FA535B1015373ACF1934,MG,188.166.58.218,443,16.791679,481543,52.349998/4.916700,2015-07-11T00:00:00.000Z
Unnamed,3A41AEE9CC355A038BCD82BF3190777BEF0C767E,MH,79.165.180.243,80,1.3122989999999999,2991257,55.752201/37.615601,2015-07-11T00:00:00.000Z
randomfranco,9137A0344382B1EE00A29CBAE7B420976AD02A5F,MGH,185.13.38.197,9001,6.510781,1657400,48.860001/2.350000,2015-07-11T00:00:00.000Z
Unnamed,1880E8DE3EB31CE02DA9C1E12AFEAF0913D8A713,MH,184.172.23.67,443,0.506305,2071397,32.783100/-96.806702,2015-07-11T00:00:00.000Z
default,0C9341EBECC64C8BC59F260B36B50064F751B24A,M,114.17.212.47,443,0.060416,6,35.685001/139.751404,2015-07-11T00:00:00.000Z
default,88FB7B37AA3A71C10ABB49FF1420EF8F1FD2857B,M,76.14.83.140,443,0.14635599999999999,209781,37.574100/-122.320999,2015-07-11T00:00:00.000Z
Unnamed,1CCB4A275198AA1B57AAA244283841BB85603459,MH,188.226.191.18,9001,0.12317499999999999,7450235,52.349998/4.916700,2015-07-11T00:00:00.000Z
Mozilla12,4DECCBA05C87BF208EA77C81B0BB1278B063884E,MGH,209.119.188.41,9090,3.657203,14292268,33.073502/-96.903198,2015-07-11T00:00:00.000Z
Unnamed,81BC28735C58098591052099D5D068F0535AAE14,MGEH,91.213.8.84,443,7.512348,2444636,50.450001/30.523300,2015-07-11T00:00:00.000Z
rheniumiscv3,6CA1281DE468CE99CC1EF063B550CC50291C5B2B,ME,203.178.143.220,9001,0.460434,268888,35.689999/139.690002,2015-07-11T00:00:00.000Z
modio4,5989521A85C94EE101E88B8DB2E68321673F9405,MEH,85.24.215.117,9001,5.764858,2415816,59.329399/18.068600,2015-07-11T00:00:00.000Z
RwellDotOrg4000,08D3A9BD485F876BF05851E835A8D48A3E449447,MH,192.241.181.122,19500,0.421298,5235813,40.714298/-74.005997,2015-07-11T00:00:00.000Z
FreedomShouldBeFree,E3A2ED0C98F9AD7F2419D536CCE73F7E78B14E44,M,167.88.45.131,9001,0.917504,0,43.423599/-80.480003,2015-07-11T00:00:00.000Z
metoo4,DDF0B5AFA3670CC6EA187DB65A8F8D335730D408,ME,83.236.208.78,9001,0.127909,83213,51.000000/9.000000,2015-07-11T00:00:00.000Z
BTInfinitor,D0D6992508E64E28A77373B82798AB196BFA5B3E,M,86.151.212.107,443,2.162216,259494,52.366798/-0.247200,2015-07-11T00:00:00.000Z
binar20140514,50E1DE9D8A47B3507646E590EAFDFEB94A48FD4C,MH,130.180.23.230,110,0.35973700000000003,3611845,51.000000/9.000000,2015-07-11T00:00:00.000Z
BerlinMitteRelay,EC7152692DBA5FFC70C2B4882CAFF746CD449C40,M,92.208.243.102,9035,0.122789,64965,52.516701/13.400000,2015-07-11T00:00:00.000Z
bunthabun,77D76E3339D6FBB572BFCB6B368B2848BDA1B7A3,MG,89.22.96.47,9001,6.341061,1610600,51.000000/9.000000,2015-07-11T00:00:00.000Z
globenet,C5EA141A8584497D67C320BF5B02A4B99ED7402E,MH,80.67.172.19,443,0.796184,2153422,48.860001/2.350000,2015-07-11T00:00:00.000Z
rat,04A4E319D15541F5A7BF8FB2E6B2AD17DDF93D60,M,217.114.147.245,443,1.548006,234796,55.750000/37.616600,2015-07-11T00:00:00.000Z
RavensGate1,4905E69CD357D5EE337F408A6729C1A9343D217C,M,212.185.211.114,444,0.226518,64830,51.000000/9.000000,2015-07-11T00:00:00.000Z
sackbard,D80101D75BBF3B5F3003FA8B666537FCCB7E02E6,M,84.46.9.72,4430,1.5268030000000001,64848,53.549999/10.000000,2015-07-11T00:00:00.000Z
monterrey2,ED4B112BD3C5E30B34736FACCEDFCF5D679798D2,M,209.141.36.42,9001,0.152641,9684177,36.174999/-115.137199,2015-07-11T00:00:00.000Z
Bloedersack,A5E1857973DA4198466B747B13D9979E999C947C,M,87.78.2.141,9001,0.573644,4,50.933300/6.950000,2015-07-11T00:00:00.000Z
Unnamed,BCF6F46787EE1483BF4C80CFF3A4010AB32C1A49,ME,87.252.5.163,9001,1.1748669999999999,28,48.860001/2.350000,2015-07-11T00:00:00.000Z
TexasGovernor,8F7C17FE412A09C1D3DB637071962C234A55B185,M,192.184.85.92,9001,0.108523,144084,32.985401/-83.882103,2015-07-11T00:00:00.000Z
sbgrelay1,45E6194AFBCF4BE9F9F648AFD34F72B7D2AAB18F,MH,37.187.198.159,9001,0.122982,344170,48.860001/2.350000,2015-07-11T00:00:00.000Z
default,18D51616A75600C2E355963D5E0D0CE9258473E0,MH,130.149.200.12,443,1.205936,11080907,52.516701/13.400000,2015-07-11T00:00:00.000Z
0xdeadbabe,9F18B605ECF6AAB6CE7FB19110B76C1389497396,M,54.78.214.134,9001,0.23001,324247,53.333099/-6.248900,2015-07-11T00:00:00.000Z
GhostInTheNetwork,653A36CAD2B38C813EA7802F5A6094D876D9684A,MGH,217.79.181.50,21,7.604366,357196,51.000000/9.000000,2015-07-11T00:00:00.000Z
ah24,4375736718087241A28D9A16933580C26A6958D1,M,77.10.4.53,9001,0.131137,185,51.000000/9.000000,2015-07-11T00:00:00.000Z
hotdiggitydogg,007DEFDD3F062BD8816FF0CFFABC97C33FB3306E,M,73.48.139.226,9001,0.599681,596825,38.683899/-121.052597,2015-07-11T00:00:00.000Z
Torminator2,44F73FE8E4021F5DFD2A467FCE5959E9F6A256FB,MGH,92.222.10.190,443,4.152315,885132,48.866699/2.333300,2015-07-11T00:00:00.000Z
duhorg,D6994DFEDD3980A489D575C395F16D2D87F64FD9,M,107.191.103.163,8080,1.177373,2217538,32.985401/-83.882103,2015-07-11T00:00:00.000Z
MeinGrundeinkommen,32862C63AA59D2D3D84582EF60220BE988A2B05F,MH,217.197.83.162,9001,0.245083,1882191,52.516701/13.400000,2015-07-11T00:00:00.000Z
OrbotRelay,C4CD12D5A10DF944F1A1750C2A7607904D29722A,M,188.126.91.175,9001,0.053248,17,59.329399/18.068600,2015-07-11T00:00:00.000Z
tempestadept,04F3F4811F47885DDEFB10DDDD1C3DACA005EB5A,M,212.220.110.12,443,0.256233,532347,55.750000/37.616600,2015-07-11T00:00:00.000Z
RaspberryPiTorNode,55E507FE9285FE09C22A44FC37985DF0CF993D6F,M,92.63.174.36,4443,0.24406,1245944,52.366699/4.900000,2015-07-11T00:00:00.000Z
sevenofnine,283549E0DC3C4761A1882AD155DFFBC09DE96DBF,MH,37.48.109.103,143,1.8123710000000002,1793163,52.349998/4.916700,2015-07-11T00:00:00.000Z
09241,91BF6AD25C6ECE28D389A6D9C8FE13AB0336B810,MGE,109.163.235.228,9001,6.356103,1490917,46.000000/25.000000,2015-07-11T00:00:00.000Z
Unnamed,649ED33BD6E15A63D51B340F4CCE1DB1B4335549,M,85.127.35.133,9001,0.055908,194580,48.200001/16.366699,2015-07-11T00:00:00.000Z
approOklahoma,7F546D0CC18D4DD3A168081E0FFBD4F6C0F270F1,MEH,198.255.2.3,9001,6.9628630000000005,604801,41.877602/-87.627197,2015-07-11T00:00:00.000Z
node2byCyper,1C4FBE0C4E484030D3F3A6E87FC08EED2EA347DD,M,62.93.70.34,9001,0.122381,3348117,48.200001/16.366699,2015-07-11T00:00:00.000Z
1984,7EEA4DA76BF4A081111E39F9C248250C761FFBF4,MG,5.9.79.6,9001,3.601035,5663520,51.000000/9.000000,2015-07-11T00:00:00.000Z
madras,1163378F239C36CA1BDC730AC50BF4F2976141F5,M,80.112.153.33,9001,2.025066,113399,52.018600/4.378200,2015-07-11T00:00:00.000Z
inatNode,D16162311822511464E9C6CE2FC62E48A0548B26,M,88.198.193.135,110,1.8771600000000002,2192218,51.000000/9.000000,2015-07-11T00:00:00.000Z
torrelay190,8BBBAD78D3D69C9E64FA918666AC1C3195B94F41,MH,209.141.43.193,9001,0.439207,2083638,36.174999/-115.137199,2015-07-11T00:00:00.000Z
nessus,9DAFC626D70E7D175FC405834CFFCA70DFBCE741,M,67.188.40.17,443,1.1515909999999998,799360,37.769699/-122.393303,2015-07-11T00:00:00.000Z
RebelFreedom,20F273690848BA23D01AF3688280EA50F0D7EA96,MGH,167.114.163.234,9001,4.291098,1734783,45.507801/-73.580399,2015-07-11T00:00:00.000Z
Unnamed,F8A86B696A43629D6A4BFB4A92D929FE896DEEC1,M,37.11.59.73,7412,1.305709,249382,40.408600/-3.692200,2015-07-11T00:00:00.000Z
aurora,379FB450010D17078B3766C2273303C358C3A442,MGEH,176.126.252.12,8080,34.495654,389060,46.000000/25.000000,2015-07-11T00:00:00.000Z
relayingthempackets,0F76F0BC79D4C972A1790E88B16AB39F50A46C04,MGH,62.210.74.201,49734,14.601866,1298629,48.860001/2.350000,2015-07-11T00:00:00.000Z
8af34cb1,11196103BC8FD9179CD2C6546932CA1058DE1B88,MH,193.111.26.22,443,1.1899000000000002,1403976,50.083302/19.916700,2015-07-11T00:00:00.000Z
pinkmouse,D624ADC13660FDDCBDAC8947201028CF2D3F90F7,M,37.44.44.11,443,0.19730899999999998,129628,55.750000/37.616600,2015-07-11T00:00:00.000Z
hrmphhh,30828A5AD0DC7DDD6938529BD7C901D0C0F35C4E,MH,173.230.153.109,9001,0.12315300000000001,3568988,39.489899/-74.477303,2015-07-11T00:00:00.000Z
CINIPAC1,A65BB932D15BA7D6132E22A57FCABCD026DED539,MEH,37.221.165.229,443,0.405791,2032378,46.000000/25.000000,2015-07-11T00:00:00.000Z
TORtilla,3E6692B422E2A4FFEB740D695C0246F8D5334592,MH,89.239.221.252,9001,1.330965,1571360,55.676102/12.568300,2015-07-11T00:00:00.000Z
USHidden,C893302D9785F9D36201158A286D595799F86756,ME,104.236.190.127,9001,1.1672339999999999,14,37.774899/-122.419403,2015-07-11T00:00:00.000Z
DigiGesTor2e4,487092BA36F4675F2312AA09AC0393D85DAD6145,MGE,176.10.104.244,8443,16.497664,64843,47.000000/8.000000,2015-07-11T00:00:00.000Z
CalyxInstitute06,6F4E9FD00D4251D98BE96FB1AA546FE34676A95B,MGEH,162.247.73.206,443,8.938979999999999,16345142,40.721401/-74.005203,2015-07-11T00:00:00.000Z
omegator,3FDCE7FA72CA279953C37686514D83E89731F202,MH,88.97.77.255,9001,1.284543,710612,51.500000/-0.130000,2015-07-11T00:00:00.000Z
headofskills,1D91725CCB77E5414DF85CBD6BAC303543022A90,M,31.52.120.198,9001,1.258263,259372,52.466702/-1.916700,2015-07-11T00:00:00.000Z
Unnamed,6C173713398D6405723F2244A847F76B9C512E3D,M,81.231.164.161,9001,0.138798,14457,59.329399/18.068600,2015-07-11T00:00:00.000Z
0x3d004,CCCCF3A77FE890D77CE7D26B745148C51F5B3645,MH,85.93.195.182,443,0.6011409999999999,389180,49.611698/6.130000,2015-07-11T00:00:00.000Z
CertifiedExtremist,6FD48769A13B06D721F1EBCAF2E4838FEBA02566,M,109.152.131.188,4433,2.117669,172363,52.416698/-1.550000,2015-07-11T00:00:00.000Z
ImCharlie,4C108ACA38055CBB6CE347A76B14DD1B49FFC112,M,2.3.199.30,110,0.6156280000000001,65087,45.733299/4.766700,2015-07-11T00:00:00.000Z
volcano,87E6D105F492CD22B2B276C4E2E78250969B9B78,MGH,83.212.99.68,443,6.840782,1738888,37.983299/23.733299,2015-07-11T00:00:00.000Z
4Abigail,FBBBDA01FAB0189135FA0B445642270E1C87AA8B,MEH,37.122.252.54,443,1.505268,579226,51.500000/-0.130000,2015-07-11T00:00:00.000Z
Unnamed,AA1B026EE0C8A958E29C67C7D8885FF27572269D,MH,212.129.4.84,9999,7.604799,416644,48.860001/2.350000,2015-07-11T00:00:00.000Z
Unnamed,784272F19C06205463699793951358F168B2F78F,M,95.211.26.132,9001,0.22541,1404098,52.366699/4.900000,2015-07-11T00:00:00.000Z
ddddddd,5143C6BCE96F76E39C152C7DACA82E55CC46D4A5,MGH,212.103.144.58,8345,10.668741,631594,46.000000/15.000000,2015-07-11T00:00:00.000Z
nvksv,258E120B4A5D5C8C94AB5D8FAA2D03DE79D5CF20,MH,62.122.54.161,9001,1.312215,801054,53.755699/87.109901,2015-07-11T00:00:00.000Z
BrassHornRelay05,3EB75E339637ED5A4D12E7ADD9E44191439896F7,M,198.143.136.237,9001,0.122574,6112870,41.882500/-87.644096,2015-07-11T00:00:00.000Z
pi,E85345CDDAD2D54E17D029E9882E0B75B932B5C5,M,46.129.21.230,9106,0.022883,180925,52.366699/4.900000,2015-07-11T00:00:00.000Z
MrLaker,79C30358DA8969ED45EF97C528DB23DA823539C5,MGE,176.37.40.213,1593,6.60992,62,50.450001/30.523300,2015-07-11T00:00:00.000Z
Unnamed,684CE8B246CF20BAF02B47EA0ACAA6AE05F06D9B,M,5.135.162.28,9001,0.225547,12420210,48.860001/2.350000,2015-07-11T00:00:00.000Z
torro,937C8610B1E6A6EE748E5988A4265A6B10F7C560,MH,31.210.111.154,17807,1.26959,2380917,41.013599/28.955000,2015-07-11T00:00:00.000Z
AccessNow004,615EBC4B48F03858FA50A3E23E5AF569D0D2308A,MGE,176.10.99.202,991,3.1098879999999998,0,47.000000/8.000000,2015-07-11T00:00:00.000Z
gkar,54588F1CB3E59A1A9185680BA9539757F5B8D585,M,78.102.213.117,9001,0.611866,1912735,49.281399/16.564800,2015-07-11T00:00:00.000Z
Unnamed,36AA6EFE6B7807BC3F793A37C639B31B984ED243,MH,78.47.35.35,9001,0.15846000000000002,2485033,51.000000/9.000000,2015-07-11T00:00:00.000Z
Unnamed,1D05405E738FFC2A856ECACF11B51BD03895E2BD,M,84.133.101.161,9001,0.966745,64849,51.366699/12.383300,2015-07-11T00:00:00.000Z
vack8dwfKlIfnvT7,42F752C0919357CD19B1B36865657072376960CB,ME,81.89.0.203,443,0.70217,11808538,46.000000/25.000000,2015-07-11T00:00:00.000Z
DscoTorNode,7FFB68CBADE84BBB5033CF0986D9478AF5FE9E8D,M,104.40.1.143,443,0.588963,147155,47.680099/-122.120598,2015-07-11T00:00:00.000Z
Catabail,7EADF9C92E2D204036737B7D4B9F1395054A8EE2,M,60.225.177.9,15140,0.014281,50616,-33.716702/151.116699,2015-07-11T00:00:00.000Z
wii,D42E6B3140CAE0DEEC68D23EA82F9AF28E0D4DA0,M,95.25.125.231,9001,2.035898,858761,55.750000/37.616600,2015-07-11T00:00:00.000Z
60Gbps,032F3BD5B54DC7BE18B9E3253BAB79F5AA0DA192,ME,198.24.179.163,9001,2.26148,26108,39.043701/-77.487503,2015-07-11T00:00:00.000Z
m1lobonline,0C01DDDD1562A2C06AD8DF0477AAD8BAF1786EF6,M,92.231.13.247,9001,0.062306,732,51.951000/7.618100,2015-07-11T00:00:00.000Z
fbsdrlz,46D6729DD1DB6DA20E374C6B3AE8EF400C85BB05,ME,78.8.73.104,9001,0.13208,71580,52.233299/21.016701,2015-07-11T00:00:00.000Z
frell2,1C8B44B67A6A957D6648ADFC8047C42C3DB400CF,MGH,85.10.240.250,443,2.391924,8118674,51.000000/9.000000,2015-07-11T00:00:00.000Z
Anubis,B147EA3103DBD508E7654B7CBA84DFA0BF64EB14,MGH,178.162.194.82,9001,7.9952700000000005,9109923,51.000000/9.000000,2015-07-11T00:00:00.000Z
Zurg,F24140C2E226D59D0F9C9AF99C006FD715FE31FA,M,197.89.55.119,443,0.087597,915591,-29.000000/24.000000,2015-07-11T00:00:00.000Z
torror,692879956DF8DACF5F8EE12316CEF1DE2FFC1ECF,M,88.217.143.53,9001,0.09676,7644886,49.349098/11.143600,2015-07-11T00:00:00.000Z
jabla,01E80769F0739B5FE49BA0343E7F0249350A0BD6,MEH,217.13.197.5,9001,2.261803,21946054,51.000000/9.000000,2015-07-11T00:00:00.000Z
Montagu,CAFE2BBCD003F7079963DE97492EBB0EDDDF32B9,M,59.167.155.59,9001,0.0,71,-27.471001/153.024307,2015-07-11T00:00:00.000Z
plusgood,6EA053117B9DCECC06837F4CB989E2AF2A316852,M,198.211.124.214,9001,0.229203,2681918,52.349998/4.916700,2015-07-11T00:00:00.000Z
emden09,A8D23322E8C04757F91C5F512919189E6927E4F6,MH,62.75.150.23,443,0.322861,2085041,51.000000/9.000000,2015-07-11T00:00:00.000Z
drysiderelay,5320F701BB27EA71403A54BF5006836B8B3D3591,M,67.158.226.202,9001,0.067526,5797332,46.328201/-119.322197,2015-07-11T00:00:00.000Z
default,4E7AC8708929F3061C30865C531E7093A62D95F8,M,177.202.25.221,443,0.054293,308,-23.547701/-46.635799,2015-07-11T00:00:00.000Z
edwardsnowden2,5714542DCBEE1DD9864824723638FD44B2122CEA,MGEH,109.163.234.9,443,9.696214,535946,46.000000/25.000000,2015-07-11T00:00:00.000Z
pipeepgeorgia,E0D18E579C6901AEF38DB21DFB3914DDC91E8D20,MGH,167.114.29.114,443,2.771637,1567875,45.507801/-73.580399,2015-07-11T00:00:00.000Z
relay01,9F957688B4AE648C705BFC016C4FE15A5FA4DF75,MH,178.202.20.83,443,0.74502,2519087,51.000000/9.000000,2015-07-11T00:00:00.000Z
redDragon,EC01EA6749C9FF44ECA4F1AD08A6AA2AD10BB2CF,MH,37.235.49.138,443,2.312883,3888183,65.000000/-18.000000,2015-07-11T00:00:00.000Z
