uhuru,EA2F559A63264F94B3D083D0FB5C2F49E795AC37,M,80.190.182.52,9001,0.8573500000000001,85461,51.000000/9.000000,2015-07-10T00:00:00.000Z
moucusin,D3BDC4C51ECEBB98C37DC627BE48BE3C7A77EB61,ME,54.153.74.49,9001,0.65826,764271,37.339401/-121.894997,2015-07-10T00:00:00.000Z
l0v34nds3x,C86AFAAADA0C3CC4E67E63794A1E16AA99B33693,ME,54.65.206.60,9001,0.23541800000000002,711153,35.685001/139.751404,2015-07-10T00:00:00.000Z
Unnamed,B5C4DC54DEF8A3A5F291E642B086EE17B7A3E940,M,85.214.142.12,9001,0.30735700000000005,3024004,52.516701/13.400000,2015-07-10T00:00:00.000Z
kktor,740CDCF931280825A4F456E09FC211D13D221FDA,M,54.148.150.16,9001,1.037559,64904,45.839901/-119.700600,2015-07-10T00:00:00.000Z
KDFrelayLaguna,CBABC09DA4DB4D4E71D22B61382497151D96D8C2,MH,68.231.201.94,9001,0.20962,2176346,33.535099/-117.705200,2015-07-10T00:00:00.000Z
Abadiat,EADA1B6438D789659831D82256585AA4EB4F6F8F,ME,209.159.148.190,9001,1.682216,1369878,40.780102/-74.063301,2015-07-10T00:00:00.000Z
OW7KwS0Kr9dbEEIL,F94BCE1B6E3899FA4E4CBCC3B19C4FD8CC2B33BB,ME,81.89.0.199,443,1.2696479999999999,11743702,46.000000/25.000000,2015-07-10T00:00:00.000Z
dopecrumbs1,121ADF3C30928E4BBA28F22261E11FF76A11A79E,MGH,83.149.127.140,443,22.918534,15436045,52.349998/4.916700,2015-07-10T00:00:00.000Z
torsxMega02,0C008BF9D01C623D9838BE3A21BE6073BF721A0A,M,46.22.223.45,9001,0.122889,7645165,59.000000/26.000000,2015-07-10T00:00:00.000Z
fuga,F6ACC67CBAE553611496079E6D4D76C9314BA555,M,209.123.162.66,443,0.5381130000000001,4004089,40.822102/-74.456398,2015-07-10T00:00:00.000Z
Hidemyassnetdotnet,FA4E22CFC0802D6738837DE980AFC7199F7DB040,MEH,217.34.135.225,446,0.672543,673336,51.500000/-0.130000,2015-07-10T00:00:00.000Z
HoldenRelay,21292F94449F3148ADA3671E74A0BA5CE41F7660,MH,178.62.212.16,9001,1.299404,5115399,52.349998/4.916700,2015-07-10T00:00:00.000Z
Unnamed,551BD8CB473FAED1AF2483F69DC671DD2BE76000,MGH,95.141.83.146,443,20.517321,6922037,59.950001/10.750000,2015-07-10T00:00:00.000Z
stillneedingprivacy,F85A6B7666C535473928D16AEC06D8E46833D7C4,M,78.47.9.103,3128,0.491887,129685,51.000000/9.000000,2015-07-10T00:00:00.000Z
torpidsUKuk2,C9933B3725239B6FAB5227BA33B30BE7B48BB485,MGH,46.23.70.195,443,11.298517,2741669,51.500000/-0.130000,2015-07-10T00:00:00.000Z
couldnot,9C57231330CB88ED380948763A1252C765D841AF,MH,188.40.78.153,6470,1.3047229999999999,2223591,51.000000/9.000000,2015-07-10T00:00:00.000Z
gdl,0642D2FF3054F77710D6B2AF1A5584DCF7FC8EDE,MG,77.207.77.178,9001,5.454492,1788093,48.864201/2.443200,2015-07-10T00:00:00.000Z
